"film_id","inventory_id","rental_id","title","name","rental_date","return_date","rental_duration"
573,2613,34,"Microcosmos Paradise","Children","2005-05-25 04:19:28","2005-05-29 00:10:28",4
284,1286,35,"Enemy Odds","Music","2005-05-25 04:24:36","2005-05-27 07:02:36",2
288,1308,36,"Escape Metropolis","Travel","2005-05-25 04:36:26","2005-05-29 00:31:26",4
89,403,37,"Borrowers Bedazzled","Animation","2005-05-25 04:44:31","2005-05-29 01:03:31",4
557,2540,38,"Manchurian Curtain","Family","2005-05-25 04:47:44","2005-06-01 00:58:44",7
976,4466,39,"Wind Phantom","Games","2005-05-25 04:51:46","2005-05-31 03:14:46",6
579,2638,40,"Minds Truman","Action","2005-05-25 05:09:04","2005-05-27 23:12:04",3
382,1761,41,"Grit Clockwork","Games","2005-05-25 05:12:29","2005-06-02 00:28:29",8
84,380,42,"Boiled Dares","Travel","2005-05-25 05:24:58","2005-05-31 02:47:58",6
564,2578,43,"Massage Image","Animation","2005-05-25 05:39:25","2005-05-26 06:54:25",1
681,3098,44,"Pirates Roxanne","Sports","2005-05-25 05:53:23","2005-05-29 10:56:23",4
403,1853,45,"Harry Idaho","Drama","2005-05-25 05:59:39","2005-06-02 09:56:39",8
730,3318,46,"Ridgemont Submarine","New","2005-05-25 06:04:08","2005-06-02 08:18:08",8
478,2211,47,"Jaws Harry","Comedy","2005-05-25 06:05:20","2005-05-30 03:04:20",5
387,1780,48,"Gun Bonnie","Games","2005-05-25 06:20:46","2005-06-02 05:42:46",8
650,2965,49,"Pacific Amistad","Documentary","2005-05-25 06:39:35","2005-05-30 10:12:35",5
432,1983,50,"Hope Tootsie","Classics","2005-05-25 06:44:53","2005-05-28 11:28:53",3
278,1257,51,"Elf Murder","Music","2005-05-25 06:49:10","2005-05-26 06:42:10",1
875,4017,52,"Talented Homicide","Sports","2005-05-25 06:51:29","2005-05-31 01:27:29",6
277,1255,53,"Elephant Trojan","Horror","2005-05-25 07:19:16","2005-05-27 05:19:16",2
611,2787,54,"Musketeers Wait","Classics","2005-05-25 07:23:25","2005-06-01 05:05:25",7
252,1139,55,"Dream Pickup","Action","2005-05-25 08:26:13","2005-05-30 10:57:13",5
298,1352,56,"Eyes Driving","Sci-Fi","2005-05-25 08:28:11","2005-05-26 14:21:11",1
858,3938,57,"Submarine Bed","Comedy","2005-05-25 08:43:32","2005-05-29 06:42:32",4
670,3050,58,"Pelican Comforts","Documentary","2005-05-25 08:53:14","2005-05-28 14:40:14",3
633,2884,59,"October Submarine","Classics","2005-05-25 08:56:42","2005-06-01 09:52:42",7
73,330,60,"Bingo Talented","Sci-Fi","2005-05-25 08:58:25","2005-05-30 14:14:25",5
915,4210,61,"Truman Crazy","Action","2005-05-25 09:01:57","2005-06-02 07:22:57",8
58,261,62,"Beach Heartbreakers","Documentary","2005-05-25 09:18:52","2005-05-30 10:55:52",5
873,4008,63,"Sweethearts Suspects","Children","2005-05-25 09:19:16","2005-05-27 04:24:16",2
16,79,64,"Alley Evolution","Foreign","2005-05-25 09:21:29","2005-06-03 11:31:29",9
776,3552,65,"Secret Groundhog","Documentary","2005-05-25 09:32:03","2005-05-29 14:21:03",4
257,1162,66,"Drumline Cyclone","Travel","2005-05-25 09:35:12","2005-05-29 04:16:12",4
54,239,67,"Banger Pinocchio","Music","2005-05-25 09:41:01","2005-05-27 13:46:01",2
878,4029,68,"Teen Apollo","Travel","2005-05-25 09:47:31","2005-05-31 10:20:31",6
705,3207,69,"Purple Movie","Foreign","2005-05-25 10:10:14","2005-05-27 14:02:14",2
468,2168,70,"Invasion Cyclone","Children","2005-05-25 10:15:23","2005-05-27 05:56:23",2
525,2408,71,"Loathing Legally","Classics","2005-05-25 10:26:39","2005-05-28 04:59:39",3
489,2260,72,"Juggler Hardly","Animation","2005-05-25 10:52:13","2005-05-28 05:52:13",3
114,517,73,"Camelot Vacation","Sci-Fi","2005-05-25 11:00:07","2005-06-01 13:56:07",7
379,1744,74,"Greedy Roots","Drama","2005-05-25 11:09:48","2005-05-26 12:23:48",1
745,3393,75,"Roses Treasure","Sports","2005-05-25 11:13:34","2005-06-03 12:58:34",9
663,3021,76,"Patient Sister","Classics","2005-05-25 11:30:37","2005-06-03 12:00:37",9
287,1303,77,"Entrapment Satisfaction","Action","2005-05-25 11:31:59","2005-05-26 16:53:59",1
887,4067,78,"Thief Pelican","Animation","2005-05-25 11:35:18","2005-05-31 12:48:18",6
726,3299,79,"Reservoir Adaptation","Foreign","2005-05-25 12:11:07","2005-06-03 10:54:07",9
543,2478,80,"Madigan Dorado","Travel","2005-05-25 12:12:07","2005-05-31 17:46:07",6
572,2610,81,"Metropolis Coma","Sci-Fi","2005-05-25 12:15:19","2005-06-02 14:08:19",8
304,1388,82,"Fargo Gandhi","Children","2005-05-25 12:17:46","2005-06-01 10:48:46",7
103,466,83,"Bucket Brotherhood","Travel","2005-05-25 12:30:15","2005-05-27 15:40:15",2
397,1829,84,"Hanky October","Sci-Fi","2005-05-25 12:36:30","2005-05-29 18:33:30",4
103,470,85,"Bucket Brotherhood","Travel","2005-05-25 13:05:34","2005-05-29 16:53:34",4
491,2275,86,"Jumping Wrath","Children","2005-05-25 13:36:12","2005-05-30 14:53:12",5
348,1586,87,"Gandhi Kwai","Family","2005-05-25 13:52:43","2005-05-29 11:12:43",4
480,2221,88,"Jeepers Wedding","Classics","2005-05-25 14:13:54","2005-05-29 09:32:54",4
471,2181,89,"Island Exorcist","Classics","2005-05-25 14:28:29","2005-05-29 14:33:29",4
654,2984,90,"Panky Submarine","Games","2005-05-25 14:31:25","2005-06-01 10:07:25",7
28,139,91,"Anthem Luke","Comedy","2005-05-25 14:57:22","2005-06-01 18:32:22",7
169,775,92,"Comforts Rush","Travel","2005-05-25 15:38:46","2005-05-31 13:40:46",6
951,4360,93,"Voyage Legally","Classics","2005-05-25 15:54:16","2005-06-03 20:18:16",9
366,1675,94,"Goldfinger Sensibility","Drama","2005-05-25 16:03:42","2005-05-30 14:23:42",5
39,178,95,"Armageddon Lost","Sci-Fi","2005-05-25 16:12:52","2005-06-02 18:55:52",8
748,3418,96,"Rugrats Shakespeare","Action","2005-05-25 16:32:19","2005-05-30 10:47:19",5
284,1283,97,"Enemy Odds","Music","2005-05-25 16:34:24","2005-05-28 12:13:24",3
651,2970,98,"Packer Madigan","Animation","2005-05-25 16:48:24","2005-05-27 11:29:24",2
117,535,99,"Candles Grapes","Games","2005-05-25 16:50:20","2005-05-28 18:52:20",3
571,2599,100,"Metal Armageddon","Documentary","2005-05-25 16:50:28","2005-06-02 22:11:28",8
134,617,101,"Champion Flatliners","Animation","2005-05-25 17:17:04","2005-05-31 19:47:04",6
82,373,102,"Blood Argonauts","Family","2005-05-25 17:22:10","2005-05-31 19:47:10",6
735,3343,103,"Robbers Joon","Children","2005-05-25 17:30:42","2005-06-03 22:36:42",9
932,4281,104,"Valley Packer","Comedy","2005-05-25 17:46:33","2005-05-27 15:20:33",2
173,794,105,"Confessions Maguire","Drama","2005-05-25 17:54:12","2005-05-30 12:03:12",5
791,3627,106,"Show Lord","Documentary","2005-05-25 18:18:19","2005-06-04 00:01:19",9
621,2833,107,"Network Peak","Family","2005-05-25 18:28:09","2005-06-03 22:46:09",9
724,3289,108,"Remember Diary","Family","2005-05-25 18:30:05","2005-05-30 19:40:05",5
233,1044,109,"Disciple Mother","Travel","2005-05-25 18:40:20","2005-05-29 20:39:20",4
893,4108,110,"Titans Jerk","Sci-Fi","2005-05-25 18:43:49","2005-06-03 18:13:49",9
814,3725,111,"Snatch Slipper","Comedy","2005-05-25 18:45:19","2005-05-28 17:18:19",3
465,2153,112,"Interview Liaisons","New","2005-05-25 18:57:24","2005-06-02 20:44:24",8
649,2963,113,"Oz Liaisons","Animation","2005-05-25 19:07:40","2005-05-27 22:16:40",2
982,4502,114,"Women Dorado","Action","2005-05-25 19:12:42","2005-06-01 23:10:42",7
164,749,115,"Coast Rainbow","Documentary","2005-05-25 19:13:25","2005-05-29 20:17:25",4
973,4453,116,"Wife Turn","Documentary","2005-05-25 19:27:51","2005-05-26 16:23:51",1
931,4278,117,"Valentine Vanishing","Travel","2005-05-25 19:30:46","2005-05-31 23:59:46",6
191,872,118,"Crooked Frogmen","Children","2005-05-25 19:31:18","2005-05-31 15:00:18",6
300,1359,119,"Falcon Volume","Animation","2005-05-25 19:37:02","2005-05-29 23:51:02",4
8,37,120,"Airport Pollock","Horror","2005-05-25 19:37:47","2005-06-01 23:29:47",7
234,1053,121,"Disturbing Scarface","Sci-Fi","2005-05-25 19:41:29","2005-05-29 21:31:29",4
638,2908,122,"Operation Operation","Comedy","2005-05-25 19:46:21","2005-06-02 19:07:21",8
390,1795,123,"Guys Falcon","Sci-Fi","2005-05-25 20:26:42","2005-05-26 19:41:42",1
48,212,124,"Backlash Undefeated","Children","2005-05-25 20:46:11","2005-05-30 00:47:11",4
212,952,125,"Darn Forrester","Action","2005-05-25 20:48:50","2005-06-02 21:39:50",8
445,2047,126,"Hyde Doctor","Classics","2005-05-25 21:07:59","2005-05-28 18:51:59",3
440,2026,127,"Hunger Roof","Foreign","2005-05-25 21:10:40","2005-06-02 21:38:40",8
941,4322,128,"Videotape Arsenic","Games","2005-05-25 21:19:53","2005-05-29 23:34:53",4
902,4154,129,"Trading Pinocchio","Sports","2005-05-25 21:20:03","2005-06-04 01:25:03",9
869,3990,130,"Suspects Quills","Action","2005-05-25 21:21:56","2005-05-30 22:41:56",5
177,815,131,"Connecticut Tramp","Sci-Fi","2005-05-25 21:42:46","2005-05-30 23:25:46",5
738,3367,132,"Rocketeer Mother","Foreign","2005-05-25 21:46:54","2005-05-31 21:02:54",6
89,399,133,"Borrowers Bedazzled","Animation","2005-05-25 21:48:30","2005-05-30 00:26:30",4
491,2272,134,"Jumping Wrath","Children","2005-05-25 21:48:41","2005-06-02 18:28:41",8
21,103,135,"American Circus","Action","2005-05-25 21:58:58","2005-06-03 17:50:58",9
500,2296,136,"Kiss Glory","Foreign","2005-05-25 22:02:30","2005-05-31 18:06:30",6
569,2591,137,"Menagerie Rushmore","Animation","2005-05-25 22:25:18","2005-06-01 02:30:18",6
898,4134,138,"Tourist Pelican","Sports","2005-05-25 22:48:22","2005-05-29 20:21:22",4
73,327,139,"Bingo Talented","Sci-Fi","2005-05-25 23:00:21","2005-05-29 17:12:21",4
142,655,140,"Chicken Hellfighters","Documentary","2005-05-25 23:34:22","2005-05-27 01:10:22",1
176,811,141,"Congeniality Quest","Sports","2005-05-25 23:34:53","2005-06-02 01:57:53",7
963,4407,142,"Watch Tracy","Animation","2005-05-25 23:43:47","2005-05-29 00:46:47",3
186,847,143,"Craft Outfield","Drama","2005-05-25 23:45:52","2005-05-27 21:41:52",2
368,1689,144,"Gone Trouble","Drama","2005-05-25 23:49:56","2005-06-01 21:41:56",7
852,3905,145,"Strangelove Desire","Children","2005-05-25 23:59:03","2005-05-31 02:56:03",5
313,1431,146,"Fidelity Devil","Horror","2005-05-26 00:07:11","2005-06-04 00:20:11",9
138,633,147,"Chariots Conspiracy","Sci-Fi","2005-05-26 00:17:50","2005-05-29 23:21:50",4
924,4252,148,"Unforgiven Zoolander","Sci-Fi","2005-05-26 00:25:23","2005-06-01 19:29:23",7
242,1084,149,"Doom Dancing","Comedy","2005-05-26 00:28:05","2005-06-02 21:30:05",8
202,909,150,"Daddy Pittsburgh","Comedy","2005-05-26 00:28:39","2005-06-01 02:10:39",6
646,2942,151,"Outbreak Divine","Games","2005-05-26 00:37:28","2005-05-30 06:28:28",4
575,2622,152,"Midsummer Groundhog","Documentary","2005-05-26 00:41:10","2005-06-03 06:05:10",8
849,3888,153,"Storm Happiness","Animation","2005-05-26 00:47:47","2005-05-27 21:28:47",2
299,1354,154,"Factory Dragon","Travel","2005-05-26 00:55:56","2005-05-29 23:18:56",4
65,288,155,"Behavior Runaway","Horror","2005-05-26 01:15:05","2005-06-01 00:03:05",6
702,3193,156,"Pulp Beverly","Horror","2005-05-26 01:19:05","2005-05-27 23:43:05",2
197,887,157,"Crusade Honey","Sports","2005-05-26 01:25:21","2005-05-26 21:17:21",1
523,2395,158,"Lights Deer","Classics","2005-05-26 01:27:11","2005-06-03 00:30:11",8
757,3453,159,"Sagebrush Clueless","Documentary","2005-05-26 01:34:28","2005-05-29 04:00:28",3
410,1885,160,"Heaven Freedom","Comedy","2005-05-26 01:46:20","2005-06-01 05:45:20",6
646,2941,161,"Outbreak Divine","Games","2005-05-26 01:51:48","2005-05-27 05:42:48",1
272,1229,162,"Edge Kissing","Drama","2005-05-26 02:02:05","2005-05-27 03:38:05",1
501,2306,163,"Kissing Dolls","Action","2005-05-26 02:26:23","2005-06-04 06:36:23",9
239,1070,164,"Dogma Family","Animation","2005-05-26 02:26:49","2005-05-28 00:32:49",2
600,2735,165,"Motions Details","Horror","2005-05-26 02:28:36","2005-06-02 03:21:36",7
850,3894,166,"Story Side","Action","2005-05-26 02:49:11","2005-05-31 01:28:11",5
190,865,167,"Creepers Kane","Classics","2005-05-26 02:50:31","2005-05-27 03:07:31",1
595,2714,168,"Moon Bunch","Foreign","2005-05-26 03:07:43","2005-06-02 02:09:43",7
382,1758,169,"Grit Clockwork","Games","2005-05-26 03:09:30","2005-05-27 01:37:30",1
806,3688,170,"Sleepy Japanese","New","2005-05-26 03:11:12","2005-06-02 03:53:12",7
979,4483,171,"Witches Panic","Drama","2005-05-26 03:14:15","2005-06-03 00:24:15",8
630,2873,172,"Notting Speakeasy","Drama","2005-05-26 03:17:42","2005-05-29 04:11:42",3
786,3596,173,"Shepherd Midsummer","Children","2005-05-26 03:42:10","2005-05-28 01:37:10",2
862,3954,174,"Summer Scarface","Classics","2005-05-26 03:44:10","2005-05-28 07:13:10",2
947,4346,175,"Vision Torque","Foreign","2005-05-26 03:46:26","2005-06-03 06:01:26",8
187,851,176,"Cranes Reservoir","Sports","2005-05-26 03:47:39","2005-06-01 02:36:39",6
775,3545,177,"Seattle Expecations","Drama","2005-05-26 04:14:29","2005-06-01 08:16:29",6
326,1489,178,"Flying Hook","Animation","2005-05-26 04:21:46","2005-06-04 07:09:46",9
563,2575,179,"Massacre Usual","Games","2005-05-26 04:26:06","2005-06-03 10:06:06",8
603,2752,180,"Movie Shakespeare","Family","2005-05-26 04:46:23","2005-06-01 09:58:23",6
527,2417,181,"Lola Agent","Horror","2005-05-26 04:47:06","2005-05-29 06:34:06",3
961,4396,182,"Wash Heavenly","Foreign","2005-05-26 04:49:17","2005-06-01 05:43:17",6
631,2877,183,"Novocaine Flight","Sports","2005-05-26 05:01:18","2005-06-01 09:04:18",6
429,1970,184,"Honey Ties","Sports","2005-05-26 05:29:49","2005-05-28 10:10:49",2
571,2598,185,"Metal Armageddon","Documentary","2005-05-26 05:30:03","2005-06-02 09:48:03",7
391,1799,186,"Half Outfield","Family","2005-05-26 05:32:52","2005-06-03 07:19:52",8
872,4004,187,"Sweet Brotherhood","Travel","2005-05-26 05:42:37","2005-06-04 00:38:37",9
734,3342,188,"Road Roxanne","Documentary","2005-05-26 05:47:12","2005-05-26 23:48:12",1
219,984,189,"Deep Crusade","Documentary","2005-05-26 06:01:41","2005-05-27 06:11:41",1
863,3962,190,"Sun Confessions","Sci-Fi","2005-05-26 06:11:28","2005-06-01 09:44:28",6
951,4365,191,"Voyage Legally","Classics","2005-05-26 06:14:06","2005-05-28 05:33:06",2
413,1897,192,"Hedwig Alter","Comedy","2005-05-26 06:20:37","2005-06-02 10:57:37",7
851,3900,193,"Straight Hours","Sports","2005-05-26 06:41:48","2005-05-30 06:21:48",4
295,1337,194,"Expendable Stallion","Documentary","2005-05-26 06:52:33","2005-05-30 04:08:33",4
112,506,195,"Calendar Gunfight","Foreign","2005-05-26 06:52:36","2005-05-31 02:47:36",5
43,190,196,"Atlantis Cause","Family","2005-05-26 06:55:58","2005-05-27 10:54:58",1
915,4212,197,"Truman Crazy","Action","2005-05-26 06:59:21","2005-06-03 05:04:21",8
388,1789,198,"Gunfight Moon","Comedy","2005-05-26 07:03:49","2005-06-04 11:45:49",9
462,2135,199,"Insider Arizona","Music","2005-05-26 07:11:58","2005-05-28 09:06:58",2
856,3926,200,"Streetcar Intentions","Horror","2005-05-26 07:12:21","2005-05-31 12:07:21",5
169,776,201,"Comforts Rush","Travel","2005-05-26 07:13:45","2005-06-04 02:02:45",9
147,674,202,"Chocolat Harry","Family","2005-05-26 07:27:36","2005-06-02 03:52:36",7
740,3374,203,"Rollercoaster Bringing","Horror","2005-05-26 07:27:57","2005-06-03 12:52:57",8
401,1842,204,"Harold French","Drama","2005-05-26 07:30:37","2005-05-30 08:11:37",4
68,303,205,"Betrayed Rear","Children","2005-05-26 07:59:37","2005-05-29 09:43:37",3
374,1717,206,"Graffiti Love","Sci-Fi","2005-05-26 08:01:54","2005-05-27 06:26:54",1
21,102,207,"American Circus","Action","2005-05-26 08:04:38","2005-05-27 09:32:38",1
803,3669,208,"Slacker Liaisons","Drama","2005-05-26 08:10:22","2005-05-27 03:55:22",1
159,729,209,"Closer Bang","Comedy","2005-05-26 08:14:01","2005-05-27 09:00:01",1
391,1801,210,"Half Outfield","Family","2005-05-26 08:14:15","2005-05-27 12:12:15",1
872,4005,211,"Sweet Brotherhood","Travel","2005-05-26 08:33:10","2005-05-28 14:09:10",2
167,764,212,"Coma Head","Travel","2005-05-26 08:34:41","2005-05-30 12:46:41",4
329,1505,213,"Forrest Sons","Action","2005-05-26 08:44:08","2005-05-31 12:33:08",5
319,1453,214,"Fish Opus","Sci-Fi","2005-05-26 08:48:49","2005-05-31 04:06:49",5
149,679,215,"Christmas Moonshine","Children","2005-05-26 09:02:47","2005-05-28 09:45:47",2
306,1398,216,"Feathers Metal","Games","2005-05-26 09:17:43","2005-06-03 08:21:43",8
961,4395,217,"Wash Heavenly","Foreign","2005-05-26 09:24:26","2005-05-31 03:24:26",5
496,2291,218,"Kick Savannah","Travel","2005-05-26 09:27:09","2005-06-04 11:53:09",9
676,3074,219,"Philadelphia Wife","Sports","2005-05-26 09:41:45","2005-05-28 04:40:45",2
279,1259,220,"Elizabeth Shane","Sports","2005-05-26 10:06:49","2005-06-01 07:43:49",6
783,3578,221,"Shane Darkness","Travel","2005-05-26 10:14:09","2005-05-29 05:57:09",3
602,2745,222,"Mourning Purple","Sci-Fi","2005-05-26 10:14:38","2005-05-31 08:36:38",5
686,3121,223,"Pluto Oleander","New","2005-05-26 10:15:23","2005-05-30 11:43:23",4
933,4285,224,"Vampire Whale","New","2005-05-26 10:18:27","2005-06-04 06:59:27",9
141,651,225,"Chicago North","Games","2005-05-26 10:27:50","2005-06-01 07:01:50",6
911,4181,226,"Trip Newton","Action","2005-05-26 10:44:04","2005-05-31 13:26:04",5
48,214,227,"Backlash Undefeated","Children","2005-05-26 10:51:46","2005-05-30 07:24:46",4
113,511,228,"California Birds","Sports","2005-05-26 10:54:28","2005-06-04 09:39:28",9
251,1131,229,"Dragonfly Strangers","New","2005-05-26 11:19:20","2005-05-31 11:56:20",5
242,1085,230,"Doom Dancing","Comedy","2005-05-26 11:31:50","2005-05-30 15:22:50",4
878,4032,231,"Teen Apollo","Travel","2005-05-26 11:31:59","2005-05-27 07:27:59",1
646,2945,232,"Outbreak Divine","Games","2005-05-26 11:38:05","2005-05-27 08:42:05",1
156,715,233,"Clerks Angels","Documentary","2005-05-26 11:43:44","2005-05-28 17:28:44",2
292,1321,234,"Excitement Eve","Action","2005-05-26 11:47:20","2005-06-03 10:39:20",8
773,3537,235,"Seabiscuit Punk","Sports","2005-05-26 11:51:09","2005-06-04 09:36:09",9
280,1265,236,"Empire Malkovich","Children","2005-05-26 11:53:49","2005-05-28 13:55:49",2
54,241,237,"Banger Pinocchio","Music","2005-05-26 12:15:13","2005-05-29 18:10:13",3
112,503,238,"Calendar Gunfight","Foreign","2005-05-26 12:30:22","2005-05-27 06:49:22",1
26,131,239,"Annie Identity","Sci-Fi","2005-05-26 12:30:26","2005-06-01 13:26:26",6
749,3420,240,"Rules Human","Horror","2005-05-26 12:40:23","2005-06-04 07:22:23",9
970,4438,241,"Westward Seabiscuit","Classics","2005-05-26 12:49:01","2005-05-28 11:43:01",2
454,2095,242,"Impact Aladdin","Music","2005-05-26 13:05:08","2005-06-02 15:26:08",7
375,1721,243,"Grail Frankenstein","Action","2005-05-26 13:06:05","2005-06-03 17:28:05",8
232,1041,244,"Dirty Ace","Games","2005-05-26 13:40:40","2005-05-31 11:58:40",5
668,3045,245,"Peak Forever","Sports","2005-05-26 13:46:59","2005-05-27 09:58:59",1
621,2829,246,"Network Peak","Family","2005-05-26 13:57:07","2005-05-29 10:12:07",3
892,4095,247,"Titanic Boondock","Animation","2005-05-26 14:01:05","2005-05-28 13:38:05",2
416,1913,248,"Highball Potter","Foreign","2005-05-26 14:07:58","2005-05-31 14:03:58",5
530,2428,249,"Lord Arizona","Action","2005-05-26 14:19:09","2005-05-28 17:47:09",2
81,368,250,"Blindness Gun","Sci-Fi","2005-05-26 14:30:24","2005-05-27 08:50:24",1
948,4352,251,"Voice Peach","New","2005-05-26 14:35:40","2005-05-29 17:17:40",3
267,1203,252,"Eagles Panky","New","2005-05-26 14:39:53","2005-06-02 14:48:53",7
650,2969,253,"Pacific Amistad","Documentary","2005-05-26 14:43:14","2005-05-27 12:21:14",1
398,1835,254,"Hanover Galaxy","Music","2005-05-26 14:43:48","2005-05-31 09:19:48",5
719,3264,255,"Records Zorro","Sports","2005-05-26 14:52:15","2005-05-27 12:45:15",1
702,3194,256,"Pulp Beverly","Horror","2005-05-26 15:20:58","2005-05-31 15:58:58",5
563,2570,257,"Massacre Usual","Games","2005-05-26 15:27:05","2005-05-29 16:25:05",3
773,3534,258,"Seabiscuit Punk","Sports","2005-05-26 15:28:14","2005-05-30 18:38:14",4
6,30,259,"Agent Truman","Foreign","2005-05-26 15:32:46","2005-06-04 15:27:46",9
96,435,260,"Breaking Home","New","2005-05-26 15:42:20","2005-05-31 13:21:20",5
301,1369,261,"Family Sweet","Horror","2005-05-26 15:44:23","2005-06-02 09:47:23",7
927,4261,262,"Uprising Uptown","Action","2005-05-26 15:46:56","2005-05-28 15:49:56",2
256,1160,263,"Drop Waterfront","Sports","2005-05-26 15:47:40","2005-05-30 10:07:40",4
449,2069,264,"Identity Lover","Sci-Fi","2005-05-26 16:00:49","2005-05-27 10:12:49",1
492,2276,265,"Jungle Closer","New","2005-05-26 16:07:38","2005-06-01 14:20:38",6
727,3303,266,"Resurrection Silverado","Family","2005-05-26 16:08:05","2005-05-27 10:55:05",1
268,1206,267,"Early Home","Animation","2005-05-26 16:16:21","2005-05-30 16:53:21",4
374,1714,268,"Graffiti Love","Sci-Fi","2005-05-26 16:19:08","2005-05-27 14:35:08",1
767,3501,269,"Scalawag Duck","Music","2005-05-26 16:19:46","2005-05-27 15:59:46",1
46,207,270,"Autumn Crow","Games","2005-05-26 16:20:56","2005-06-03 12:40:56",8
521,2388,271,"Lies Treatment","Drama","2005-05-26 16:22:01","2005-06-03 17:30:01",8
216,971,272,"Day Unfaithful","New","2005-05-26 16:27:11","2005-06-03 13:10:11",8
349,1590,273,"Gangs Pride","Animation","2005-05-26 16:29:36","2005-05-29 18:49:36",3
142,656,274,"Chicken Hellfighters","Documentary","2005-05-26 16:48:51","2005-06-03 18:17:51",8
374,1718,275,"Graffiti Love","Sci-Fi","2005-05-26 17:09:53","2005-06-04 22:35:53",9
271,1221,276,"Easy Gladiator","Action","2005-05-26 17:16:07","2005-06-03 12:59:07",8
308,1409,277,"Ferris Mother","Comedy","2005-05-26 17:32:11","2005-05-28 22:54:11",2
40,182,278,"Army Flintstones","Documentary","2005-05-26 17:40:58","2005-06-02 16:43:58",7
143,661,279,"Chill Luck","Drama","2005-05-26 18:02:50","2005-06-03 18:48:50",8
413,1896,280,"Hedwig Alter","Comedy","2005-05-26 18:36:58","2005-05-27 23:42:58",1
269,1208,281,"Earring Instinct","Family","2005-05-26 18:49:35","2005-05-27 18:11:35",1
980,4486,282,"Wizard Coldblooded","Music","2005-05-26 18:56:26","2005-06-01 16:32:26",6
772,3530,283,"Sea Virgin","Drama","2005-05-26 19:05:05","2005-05-31 19:19:05",5
77,350,284,"Birds Perdition","New","2005-05-26 19:21:44","2005-06-04 14:18:44",9
545,2486,285,"Madness Attacks","Foreign","2005-05-26 19:41:40","2005-05-31 16:58:40",5
70,314,286,"Bikini Borrowers","Animation","2005-05-26 19:44:51","2005-06-04 18:00:51",9
792,3631,287,"Shrek License","Foreign","2005-05-26 19:44:54","2005-06-02 01:10:54",6
