Movie Title;description;release_year;rental_duration;rental_rate;replacement_cost;rating;Genre;Revenue;payment_date;rental_date;return_date
Adaptation Holes;A Astounding Reflection of a Lumberjack And a Car who must Sink a Lumberjack in A Baloon Factory;2006;7;2.99;18.99;NC-17;Documentary;2.99;2007/02/15 16:45:54.996577000;2005/06/15 18:17:28.000000000;2005/06/16 15:47:28.000000000
Adaptation Holes;A Astounding Reflection of a Lumberjack And a Car who must Sink a Lumberjack in A Baloon Factory;2006;7;2.99;18.99;NC-17;Documentary;4.99;2007/03/01 07:19:30.996577000;2005/08/01 08:51:04.000000000;2005/08/10 12:12:04.000000000
Adaptation Holes;A Astounding Reflection of a Lumberjack And a Car who must Sink a Lumberjack in A Baloon Factory;2006;7;2.99;18.99;NC-17;Documentary;2.99;2007/04/06 20:30:17.996577000;2005/07/06 22:01:51.000000000;2005/07/12 21:35:51.000000000
Adaptation Holes;A Astounding Reflection of a Lumberjack And a Car who must Sink a Lumberjack in A Baloon Factory;2006;7;2.99;18.99;NC-17;Documentary;2.99;2007/03/18 20:13:41.996577000;2005/08/18 21:45:15.000000000;2005/08/24 15:52:15.000000000
Affair Prejudice;A Fanciful Documentary of a Frisbee And a Lumberjack who must Chase a Monkey in A Shark Tank;2006;5;2.99;26.99;G;Horror;2.99;2007/04/30 00:58:33.996577000;2005/07/30 02:30:07.000000000;2005/08/02 08:24:07.000000000
Affair Prejudice;A Fanciful Documentary of a Frisbee And a Lumberjack who must Chase a Monkey in A Shark Tank;2006;5;2.99;26.99;G;Horror;2.99;2007/02/17 16:34:40.996577000;2005/06/17 18:06:14.000000000;2005/06/22 23:52:14.000000000
Affair Prejudice;A Fanciful Documentary of a Frisbee And a Lumberjack who must Chase a Monkey in A Shark Tank;2006;5;2.99;26.99;G;Horror;4.99;2007/04/26 22:54:40.996577000;2005/07/27 00:26:14.000000000;2005/08/03 20:00:14.000000000
Affair Prejudice;A Fanciful Documentary of a Frisbee And a Lumberjack who must Chase a Monkey in A Shark Tank;2006;5;2.99;26.99;G;Horror;3.99;2007/04/29 02:41:55.996577000;2005/07/29 04:13:29.000000000;2005/08/04 07:09:29.000000000
Affair Prejudice;A Fanciful Documentary of a Frisbee And a Lumberjack who must Chase a Monkey in A Shark Tank;2006;5;2.99;26.99;G;Horror;2.99;2007/04/05 22:50:55.996577000;2005/07/06 00:22:29.000000000;2005/07/07 22:15:29.000000000
Affair Prejudice;A Fanciful Documentary of a Frisbee And a Lumberjack who must Chase a Monkey in A Shark Tank;2006;5;2.99;26.99;G;Horror;6.99;2007/03/22 13:55:02.996577000;2005/08/22 15:26:36.000000000;2005/08/31 10:47:36.000000000
Affair Prejudice;A Fanciful Documentary of a Frisbee And a Lumberjack who must Chase a Monkey in A Shark Tank;2006;5;2.99;26.99;G;Horror;4.99;2007/04/08 14:50:27.996577000;2005/07/08 16:22:01.000000000;2005/07/15 18:29:01.000000000
Affair Prejudice;A Fanciful Documentary of a Frisbee And a Lumberjack who must Chase a Monkey in A Shark Tank;2006;5;2.99;26.99;G;Horror;5.99;2007/04/11 18:49:44.996577000;2005/07/11 20:21:18.000000000;2005/07/19 15:56:18.000000000
Affair Prejudice;A Fanciful Documentary of a Frisbee And a Lumberjack who must Chase a Monkey in A Shark Tank;2006;5;2.99;26.99;G;Horror;4.99;2007/04/08 15:23:43.996577000;2005/07/08 16:55:17.000000000;2005/07/15 19:34:17.000000000
Affair Prejudice;A Fanciful Documentary of a Frisbee And a Lumberjack who must Chase a Monkey in A Shark Tank;2006;5;2.99;26.99;G;Horror;2.99;2007/03/20 15:59:44.996577000;2005/08/20 17:31:18.000000000;2005/08/24 11:33:18.000000000
African Egg;A Fast-Paced Documentary of a Pastry Chef And a Dentist who must Pursue a Forensic Psychologist in The Gulf of Mexico;2006;6;2.99;22.99;G;Family;4.99;2007/04/12 07:04:48.996577000;2005/07/12 08:36:22.000000000;2005/07/20 09:03:22.000000000
African Egg;A Fast-Paced Documentary of a Pastry Chef And a Dentist who must Pursue a Forensic Psychologist in The Gulf of Mexico;2006;6;2.99;22.99;G;Family;3.99;2007/03/19 03:28:42.996577000;2005/08/19 05:00:16.000000000;2005/08/26 06:12:16.000000000
African Egg;A Fast-Paced Documentary of a Pastry Chef And a Dentist who must Pursue a Forensic Psychologist in The Gulf of Mexico;2006;6;2.99;22.99;G;Family;5.99;2007/04/09 16:44:34.996577000;2005/07/09 18:16:08.000000000;2005/07/18 18:27:08.000000000
African Egg;A Fast-Paced Documentary of a Pastry Chef And a Dentist who must Pursue a Forensic Psychologist in The Gulf of Mexico;2006;6;2.99;22.99;G;Family;4.99;2007/03/19 07:35:39.996577000;2005/08/19 09:07:13.000000000;2005/08/27 07:49:13.000000000
African Egg;A Fast-Paced Documentary of a Pastry Chef And a Dentist who must Pursue a Forensic Psychologist in The Gulf of Mexico;2006;6;2.99;22.99;G;Family;4.99;2007/04/30 11:18:50.996577000;2005/07/31 12:50:24.000000000;2005/08/08 08:30:24.000000000
Agent Truman;A Intrepid Panorama of a Robot And a Boy who must Escape a Sumo Wrestler in Ancient China;2006;3;2.99;17.99;PG;Foreign;7.99;2007/04/08 05:08:32.996577000;2005/07/08 06:40:06.000000000;2005/07/16 05:51:06.000000000
Agent Truman;A Intrepid Panorama of a Robot And a Boy who must Escape a Sumo Wrestler in Ancient China;2006;3;2.99;17.99;PG;Foreign;3.99;2007/03/18 21:42:41.996577000;2005/08/18 23:14:15.000000000;2005/08/22 20:23:15.000000000
Agent Truman;A Intrepid Panorama of a Robot And a Boy who must Escape a Sumo Wrestler in Ancient China;2006;3;2.99;17.99;PG;Foreign;5.99;2007/04/06 01:38:02.996577000;2005/07/06 03:09:36.000000000;2005/07/12 02:15:36.000000000
Agent Truman;A Intrepid Panorama of a Robot And a Boy who must Escape a Sumo Wrestler in Ancient China;2006;3;2.99;17.99;PG;Foreign;3.99;2007/03/17 15:31:08.996577000;2005/08/17 17:02:42.000000000;2005/08/21 16:40:42.000000000
Agent Truman;A Intrepid Panorama of a Robot And a Boy who must Escape a Sumo Wrestler in Ancient China;2006;3;2.99;17.99;PG;Foreign;8.99;2007/03/20 11:00:58.996577000;2005/08/20 12:32:32.000000000;2005/08/29 10:48:32.000000000
Agent Truman;A Intrepid Panorama of a Robot And a Boy who must Escape a Sumo Wrestler in Ancient China;2006;3;2.99;17.99;PG;Foreign;7.99;2007/03/01 08:49:00.996577000;2005/08/01 10:20:34.000000000;2005/08/09 09:20:34.000000000
Agent Truman;A Intrepid Panorama of a Robot And a Boy who must Escape a Sumo Wrestler in Ancient China;2006;3;2.99;17.99;PG;Foreign;6.99;2007/02/19 02:47:30.996577000;2005/06/19 04:19:04.000000000;2005/06/26 04:31:04.000000000
Agent Truman;A Intrepid Panorama of a Robot And a Boy who must Escape a Sumo Wrestler in Ancient China;2006;3;2.99;17.99;PG;Foreign;4.99;2007/04/28 06:29:04.996577000;2005/07/28 08:00:38.000000000;2005/08/02 06:14:38.000000000
Agent Truman;A Intrepid Panorama of a Robot And a Boy who must Escape a Sumo Wrestler in Ancient China;2006;3;2.99;17.99;PG;Foreign;7.99;2007/03/02 12:22:52.996577000;2005/08/02 13:54:26.000000000;2005/08/10 19:04:26.000000000
Airplane Sierra;A Touching Saga of a Hunter And a Butler who must Discover a Butler in A Jet Boat;2006;6;4.99;28.99;PG-13;Comedy;4.99;2007/03/02 06:02:45.996577000;2005/08/02 07:34:19.000000000;2005/08/07 09:30:19.000000000
Airplane Sierra;A Touching Saga of a Hunter And a Butler who must Discover a Butler in A Jet Boat;2006;6;4.99;28.99;PG-13;Comedy;7.99;2007/02/20 19:40:16.996577000;2005/06/20 21:11:50.000000000;2005/06/29 19:35:50.000000000
Airplane Sierra;A Touching Saga of a Hunter And a Butler who must Discover a Butler in A Jet Boat;2006;6;4.99;28.99;PG-13;Comedy;4.99;2007/04/30 23:16:50.996577000;2005/08/01 00:48:24.000000000;2005/08/06 23:53:24.000000000
Airplane Sierra;A Touching Saga of a Hunter And a Butler who must Discover a Butler in A Jet Boat;2006;6;4.99;28.99;PG-13;Comedy;4.99;2007/04/12 19:01:16.996577000;2005/07/12 20:32:50.000000000;2005/07/16 21:12:50.000000000
Airplane Sierra;A Touching Saga of a Hunter And a Butler who must Discover a Butler in A Jet Boat;2006;6;4.99;28.99;PG-13;Comedy;4.99;2007/03/19 17:23:47.996577000;2005/08/19 18:55:21.000000000;2005/08/23 18:49:21.000000000
Airplane Sierra;A Touching Saga of a Hunter And a Butler who must Discover a Butler in A Jet Boat;2006;6;4.99;28.99;PG-13;Comedy;4.99;2007/04/11 15:28:30.996577000;2005/07/11 17:00:04.000000000;2005/07/12 13:16:04.000000000
Airplane Sierra;A Touching Saga of a Hunter And a Butler who must Discover a Butler in A Jet Boat;2006;6;4.99;28.99;PG-13;Comedy;4.99;2007/03/21 03:02:37.996577000;2005/08/21 04:34:11.000000000;2005/08/27 10:30:11.000000000
Airplane Sierra;A Touching Saga of a Hunter And a Butler who must Discover a Butler in A Jet Boat;2006;6;4.99;28.99;PG-13;Comedy;4.99;2007/03/18 11:34:17.996577000;2005/08/18 13:05:51.000000000;2005/08/19 14:54:51.000000000
Airport Pollock;A Epic Tale of a Moose And a Girl who must Confront a Monkey in Ancient India;2006;6;4.99;15.99;R;Horror;4.99;2007/04/08 06:46:47.996577000;2005/07/08 08:18:21.000000000;2005/07/10 11:36:21.000000000
Airport Pollock;A Epic Tale of a Moose And a Girl who must Confront a Monkey in Ancient India;2006;6;4.99;15.99;R;Horror;5.99;2007/03/21 12:12:25.996577000;2005/08/21 13:43:59.000000000;2005/08/28 16:38:59.000000000
Airport Pollock;A Epic Tale of a Moose And a Girl who must Confront a Monkey in Ancient India;2006;6;4.99;15.99;R;Horror;5.99;2007/04/28 07:46:33.996577000;2005/07/28 09:18:07.000000000;2005/08/04 10:23:07.000000000
Airport Pollock;A Epic Tale of a Moose And a Girl who must Confront a Monkey in Ancient India;2006;6;4.99;15.99;R;Horror;5.99;2007/02/16 19:43:48.996577000;2005/06/16 21:15:22.000000000;2005/06/23 17:00:22.000000000
Airport Pollock;A Epic Tale of a Moose And a Girl who must Confront a Monkey in Ancient India;2006;6;4.99;15.99;R;Horror;4.99;2007/04/30 17:00:17.996577000;2005/07/31 18:31:51.000000000;2005/08/03 21:14:51.000000000
Airport Pollock;A Epic Tale of a Moose And a Girl who must Confront a Monkey in Ancient India;2006;6;4.99;15.99;R;Horror;6.99;2007/02/19 16:23:14.996577000;2005/06/19 17:54:48.000000000;2005/06/27 17:14:48.000000000
Airport Pollock;A Epic Tale of a Moose And a Girl who must Confront a Monkey in Ancient India;2006;6;4.99;15.99;R;Horror;4.99;2007/04/29 05:48:40.996577000;2005/07/29 07:20:14.000000000;2005/07/30 08:50:14.000000000
Alabama Devil;A Thoughtful Panorama of a Database Administrator And a Mad Scientist who must Outgun a Mad Scientist in A Jet Boat;2006;3;2.99;21.99;PG-13;Horror;8.99;2007/04/10 10:38:37.996577000;2005/07/10 12:10:11.000000000;2005/07/19 06:56:11.000000000
Alabama Devil;A Thoughtful Panorama of a Database Administrator And a Mad Scientist who must Outgun a Mad Scientist in A Jet Boat;2006;3;2.99;21.99;PG-13;Horror;5.99;2007/03/23 12:55:17.996577000;2005/08/23 14:26:51.000000000;2005/08/29 16:28:51.000000000
Alabama Devil;A Thoughtful Panorama of a Database Administrator And a Mad Scientist who must Outgun a Mad Scientist in A Jet Boat;2006;3;2.99;21.99;PG-13;Horror;8.99;2007/04/29 21:17:26.996577000;2005/07/29 22:49:00.000000000;2005/08/07 21:56:00.000000000
Alabama Devil;A Thoughtful Panorama of a Database Administrator And a Mad Scientist who must Outgun a Mad Scientist in A Jet Boat;2006;3;2.99;21.99;PG-13;Horror;4.99;2007/04/28 07:18:05.996577000;2005/07/28 08:49:39.000000000;2005/08/02 07:16:39.000000000
Alabama Devil;A Thoughtful Panorama of a Database Administrator And a Mad Scientist who must Outgun a Mad Scientist in A Jet Boat;2006;3;2.99;21.99;PG-13;Horror;4.99;2007/04/30 20:12:57.996577000;2005/07/30 21:44:31.000000000;2005/08/04 01:29:31.000000000
Alabama Devil;A Thoughtful Panorama of a Database Administrator And a Mad Scientist who must Outgun a Mad Scientist in A Jet Boat;2006;3;2.99;21.99;PG-13;Horror;5.99;2007/04/27 10:53:25.996577000;2005/07/27 12:24:59.000000000;2005/08/02 15:52:59.000000000
Aladdin Calendar;A Action-Packed Tale of a Man And a Lumberjack who must Reach a Feminist in Ancient China;2006;6;4.99;24.99;NC-17;Sports;4.99;2007/02/17 06:35:19.996577000;2005/06/17 08:06:53.000000000;2005/06/21 05:00:53.000000000
Aladdin Calendar;A Action-Packed Tale of a Man And a Lumberjack who must Reach a Feminist in Ancient China;2006;6;4.99;24.99;NC-17;Sports;4.99;2007/04/27 06:29:02.996577000;2005/07/27 08:00:36.000000000;2005/08/01 03:11:36.000000000
Aladdin Calendar;A Action-Packed Tale of a Man And a Lumberjack who must Reach a Feminist in Ancient China;2006;6;4.99;24.99;NC-17;Sports;4.99;2007/03/01 16:46:39.996577000;2005/08/01 18:18:13.000000000;2005/08/04 14:09:13.000000000
Aladdin Calendar;A Action-Packed Tale of a Man And a Lumberjack who must Reach a Feminist in Ancient China;2006;6;4.99;24.99;NC-17;Sports;4.99;2007/03/01 08:46:13.996577000;2005/08/01 10:17:47.000000000;2005/08/02 15:04:47.000000000
Aladdin Calendar;A Action-Packed Tale of a Man And a Lumberjack who must Reach a Feminist in Ancient China;2006;6;4.99;24.99;NC-17;Sports;7.99;2007/04/07 19:50:52.996577000;2005/07/07 21:22:26.000000000;2005/07/16 00:59:26.000000000
Aladdin Calendar;A Action-Packed Tale of a Man And a Lumberjack who must Reach a Feminist in Ancient China;2006;6;4.99;24.99;NC-17;Sports;4.99;2007/03/20 13:46:04.996577000;2005/08/20 15:17:38.000000000;2005/08/21 21:11:38.000000000
Aladdin Calendar;A Action-Packed Tale of a Man And a Lumberjack who must Reach a Feminist in Ancient China;2006;6;4.99;24.99;NC-17;Sports;4.99;2007/04/07 01:35:06.996577000;2005/07/07 03:06:40.000000000;2005/07/10 02:37:40.000000000
Aladdin Calendar;A Action-Packed Tale of a Man And a Lumberjack who must Reach a Feminist in Ancient China;2006;6;4.99;24.99;NC-17;Sports;6.99;2007/03/21 09:34:59.996577000;2005/08/21 11:06:33.000000000;2005/08/29 16:10:33.000000000
Aladdin Calendar;A Action-Packed Tale of a Man And a Lumberjack who must Reach a Feminist in Ancient China;2006;6;4.99;24.99;NC-17;Sports;7.99;2007/04/09 06:30:17.996577000;2005/07/09 08:01:51.000000000;2005/07/18 09:16:51.000000000
Aladdin Calendar;A Action-Packed Tale of a Man And a Lumberjack who must Reach a Feminist in Ancient China;2006;6;4.99;24.99;NC-17;Sports;4.99;2007/03/18 19:11:26.996577000;2005/08/18 20:43:00.000000000;2005/08/21 22:28:00.000000000
Aladdin Calendar;A Action-Packed Tale of a Man And a Lumberjack who must Reach a Feminist in Ancient China;2006;6;4.99;24.99;NC-17;Sports;4.99;2007/04/08 10:25:54.996577000;2005/07/08 11:57:28.000000000;2005/07/10 17:47:28.000000000
Aladdin Calendar;A Action-Packed Tale of a Man And a Lumberjack who must Reach a Feminist in Ancient China;2006;6;4.99;24.99;NC-17;Sports;4.99;2007/03/20 20:13:49.996577000;2005/08/20 21:45:23.000000000;2005/08/26 01:42:23.000000000
Alamo Videotape;A Boring Epistle of a Butler And a Cat who must Fight a Pastry Chef in A MySQL Convention;2006;6;0.99;16.99;G;Foreign;0.99;2007/04/09 21:16:30.996577000;2005/07/09 22:48:04.000000000;2005/07/10 17:56:04.000000000
Alamo Videotape;A Boring Epistle of a Butler And a Cat who must Fight a Pastry Chef in A MySQL Convention;2006;6;0.99;16.99;G;Foreign;0.99;2007/03/19 20:34:06.996577000;2005/08/19 22:05:40.000000000;2005/08/22 01:31:40.000000000
Alamo Videotape;A Boring Epistle of a Butler And a Cat who must Fight a Pastry Chef in A MySQL Convention;2006;6;0.99;16.99;G;Foreign;0.99;2007/03/18 22:16:42.996577000;2005/08/18 23:48:16.000000000;2005/08/20 18:13:16.000000000
Alamo Videotape;A Boring Epistle of a Butler And a Cat who must Fight a Pastry Chef in A MySQL Convention;2006;6;0.99;16.99;G;Foreign;0.99;2007/04/27 23:36:37.996577000;2005/07/28 01:08:11.000000000;2005/08/01 03:32:11.000000000
Alamo Videotape;A Boring Epistle of a Butler And a Cat who must Fight a Pastry Chef in A MySQL Convention;2006;6;0.99;16.99;G;Foreign;0.99;2007/04/07 00:47:27.996577000;2005/07/07 02:19:01.000000000;2005/07/10 01:12:01.000000000
Alamo Videotape;A Boring Epistle of a Butler And a Cat who must Fight a Pastry Chef in A MySQL Convention;2006;6;0.99;16.99;G;Foreign;3.99;2007/03/22 02:32:57.996577000;2005/08/22 04:04:31.000000000;2005/08/31 02:30:31.000000000
Alamo Videotape;A Boring Epistle of a Butler And a Cat who must Fight a Pastry Chef in A MySQL Convention;2006;6;0.99;16.99;G;Foreign;1.99;2007/03/18 12:35:05.996577000;2005/08/18 14:06:39.000000000;2005/08/25 09:36:39.000000000
Alamo Videotape;A Boring Epistle of a Butler And a Cat who must Fight a Pastry Chef in A MySQL Convention;2006;6;0.99;16.99;G;Foreign;0.99;2007/04/08 14:38:45.996577000;2005/07/08 16:10:19.000000000;2005/07/11 18:52:19.000000000
Alamo Videotape;A Boring Epistle of a Butler And a Cat who must Fight a Pastry Chef in A MySQL Convention;2006;6;0.99;16.99;G;Foreign;1.99;2007/03/20 02:12:52.996577000;2005/08/20 03:44:26.000000000;2005/08/27 22:11:26.000000000
Alamo Videotape;A Boring Epistle of a Butler And a Cat who must Fight a Pastry Chef in A MySQL Convention;2006;6;0.99;16.99;G;Foreign;0.99;2007/04/10 08:00:48.996577000;2005/07/10 09:32:22.000000000;2005/07/15 15:20:22.000000000
Alamo Videotape;A Boring Epistle of a Butler And a Cat who must Fight a Pastry Chef in A MySQL Convention;2006;6;0.99;16.99;G;Foreign;1.99;2007/03/17 02:57:22.996577000;2005/08/17 04:28:56.000000000;2005/08/24 00:42:56.000000000
Alaska Phantom;A Fanciful Saga of a Hunter And a Pastry Chef who must Vanquish a Boy in Australia;2006;6;0.99;22.99;PG;Music;1.99;2007/03/20 05:20:29.996577000;2005/08/20 06:52:03.000000000;2005/08/27 07:43:03.000000000
Alaska Phantom;A Fanciful Saga of a Hunter And a Pastry Chef who must Vanquish a Boy in Australia;2006;6;0.99;22.99;PG;Music;0.99;2007/04/10 03:02:02.996577000;2005/07/10 04:33:36.000000000;2005/07/12 08:13:36.000000000
Alaska Phantom;A Fanciful Saga of a Hunter And a Pastry Chef who must Vanquish a Boy in Australia;2006;6;0.99;22.99;PG;Music;0.99;2007/03/22 16:05:28.996577000;2005/08/22 17:37:02.000000000;2005/08/25 18:45:02.000000000
Alaska Phantom;A Fanciful Saga of a Hunter And a Pastry Chef who must Vanquish a Boy in Australia;2006;6;0.99;22.99;PG;Music;0.99;2007/04/07 02:42:01.996577000;2005/07/07 04:13:35.000000000;2005/07/10 23:58:35.000000000
Alaska Phantom;A Fanciful Saga of a Hunter And a Pastry Chef who must Vanquish a Boy in Australia;2006;6;0.99;22.99;PG;Music;0.99;2007/03/19 09:53:03.996577000;2005/08/19 11:24:37.000000000;2005/08/21 05:48:37.000000000
Alaska Phantom;A Fanciful Saga of a Hunter And a Pastry Chef who must Vanquish a Boy in Australia;2006;6;0.99;22.99;PG;Music;0.99;2007/04/09 22:55:47.996577000;2005/07/10 00:27:21.000000000;2005/07/13 20:11:21.000000000
Alaska Phantom;A Fanciful Saga of a Hunter And a Pastry Chef who must Vanquish a Boy in Australia;2006;6;0.99;22.99;PG;Music;2.99;2007/03/20 10:32:20.996577000;2005/08/20 12:03:54.000000000;2005/08/28 15:24:54.000000000
Alaska Phantom;A Fanciful Saga of a Hunter And a Pastry Chef who must Vanquish a Boy in Australia;2006;6;0.99;22.99;PG;Music;0.99;2007/03/23 04:40:18.996577000;2005/08/23 06:11:52.000000000;2005/08/25 05:34:52.000000000
Alaska Phantom;A Fanciful Saga of a Hunter And a Pastry Chef who must Vanquish a Boy in Australia;2006;6;0.99;22.99;PG;Music;0.99;2007/03/02 04:33:10.996577000;2005/08/02 06:04:44.000000000;2005/08/06 11:37:44.000000000
Alaska Phantom;A Fanciful Saga of a Hunter And a Pastry Chef who must Vanquish a Boy in Australia;2006;6;0.99;22.99;PG;Music;0.99;2007/02/19 09:16:08.996577000;2005/06/19 10:47:42.000000000;2005/06/23 14:03:42.000000000
Alaska Phantom;A Fanciful Saga of a Hunter And a Pastry Chef who must Vanquish a Boy in Australia;2006;6;0.99;22.99;PG;Music;2.99;2007/04/28 10:29:45.996577000;2005/07/28 12:01:19.000000000;2005/08/05 07:08:19.000000000
Ali Forever;A Action-Packed Drama of a Dentist And a Crocodile who must Battle a Feminist in The Canadian Rockies;2006;4;4.99;21.99;PG;Horror;4.99;2007/04/30 16:39:43.996577000;2005/07/31 18:11:17.000000000;2005/08/03 15:48:17.000000000
Ali Forever;A Action-Packed Drama of a Dentist And a Crocodile who must Battle a Feminist in The Canadian Rockies;2006;4;4.99;21.99;PG;Horror;7.99;2007/04/28 13:54:46.996577000;2005/07/28 15:26:20.000000000;2005/08/04 18:39:20.000000000
Ali Forever;A Action-Packed Drama of a Dentist And a Crocodile who must Battle a Feminist in The Canadian Rockies;2006;4;4.99;21.99;PG;Horror;4.99;2007/03/01 22:04:36.996577000;2005/08/01 23:36:10.000000000;2005/08/05 04:55:10.000000000
Ali Forever;A Action-Packed Drama of a Dentist And a Crocodile who must Battle a Feminist in The Canadian Rockies;2006;4;4.99;21.99;PG;Horror;4.99;2007/04/12 09:19:35.996577000;2005/07/12 10:51:09.000000000;2005/07/14 16:05:09.000000000
Alien Center;A Brilliant Drama of a Cat And a Mad Scientist who must Battle a Feminist in A MySQL Convention;2006;5;2.99;10.99;NC-17;Foreign;2.99;2007/02/17 15:08:29.996577000;2005/06/17 16:40:03.000000000;2005/06/20 21:34:03.000000000
Alien Center;A Brilliant Drama of a Cat And a Mad Scientist who must Battle a Feminist in A MySQL Convention;2006;5;2.99;10.99;NC-17;Foreign;2.99;2007/03/02 12:27:21.996577000;2005/08/02 13:58:55.000000000;2005/08/05 18:09:55.000000000
Alien Center;A Brilliant Drama of a Cat And a Mad Scientist who must Battle a Feminist in A MySQL Convention;2006;5;2.99;10.99;NC-17;Foreign;2.99;2007/02/19 11:57:54.996577000;2005/06/19 13:29:28.000000000;2005/06/24 11:15:28.000000000
Alien Center;A Brilliant Drama of a Cat And a Mad Scientist who must Battle a Feminist in A MySQL Convention;2006;5;2.99;10.99;NC-17;Foreign;6.99;2007/03/01 04:23:39.996577000;2005/08/01 05:55:13.000000000;2005/08/10 10:23:13.000000000
Alien Center;A Brilliant Drama of a Cat And a Mad Scientist who must Battle a Feminist in A MySQL Convention;2006;5;2.99;10.99;NC-17;Foreign;4.99;2007/04/06 14:20:24.996577000;2005/07/06 15:51:58.000000000;2005/07/13 12:35:58.000000000
Alien Center;A Brilliant Drama of a Cat And a Mad Scientist who must Battle a Feminist in A MySQL Convention;2006;5;2.99;10.99;NC-17;Foreign;2.99;2007/03/20 21:00:37.996577000;2005/08/20 22:32:11.000000000;2005/08/22 19:28:11.000000000
Alien Center;A Brilliant Drama of a Cat And a Mad Scientist who must Battle a Feminist in A MySQL Convention;2006;5;2.99;10.99;NC-17;Foreign;5.99;2007/03/23 17:49:48.996577000;2005/08/23 19:21:22.000000000;2005/08/31 16:42:22.000000000
Alien Center;A Brilliant Drama of a Cat And a Mad Scientist who must Battle a Feminist in A MySQL Convention;2006;5;2.99;10.99;NC-17;Foreign;3.99;2007/04/29 22:20:27.996577000;2005/07/29 23:52:01.000000000;2005/08/04 20:28:01.000000000
